anime_id,name,genre,type,episodes,rating,members
3595,Bakuman.,"Comedy, Romance, Shounen",TV,25,8.35,246899
3596,Tokimeki Memorial 4 OVA,Harem,OVA,1,6.3,1260
3597,Pokemon Diamond &amp; Pearl: Genei no Hasha Zoroark,"Action, Adventure, Fantasy, Kids",Movie,1,7.13,24575
3598,Starry☆Sky,"Harem, School, Shoujo",ONA,26,6.31,37155
3599,Machi Gurumi no Wana: Hakudaku ni Mamireta Shitai,Hentai,OVA,4,6.64,4348
3600,Karigurashi no Arrietty,Fantasy,Movie,1,8.1,97910
3601,Kansen 2: Inzai Toshi,Hentai,OVA,2,6.55,2754
3602,Denshinbashira Elemi no Koi,Fantasy,Movie,1,6.45,1139
3603,Ookiku Furikabutte: Natsu no Taikai-hen,"Comedy, Sports",TV,13,8.2,22190
3604,Hipira-kun,"Comedy, Fantasy, Kids, Supernatural, Vampire",TV,10,6.32,1923
3605,Shiki,"Mystery, Supernatural, Thriller, Vampire",TV,22,7.99,251093
3606,Issho ni H Shiyo,Hentai,OVA,6,6.8,4926
3607,Zettai Karen Children OVA: Aitazousei! Ubawareta Mirai?,"Action, Comedy, Shounen, Supernatural",OVA,1,7.36,4277
3608,Sono Hanabira ni Kuchizuke wo: Anata to Koibito Tsunagi,"Hentai, School, Yuri",OVA,1,7.4,24288
3609,Masuda Kousuke Gekijou Gag Manga Biyori +,Comedy,TV,12,7.41,1123
3610,"Yondemasu yo, Azazel-san.","Comedy, Demons, Supernatural",OVA,4,7.7,18400
3611,Tantei Opera Milky Holmes,"Comedy, Mystery, Super Power",TV,12,7.04,28812
3612,Ookami-san to Shichinin no Nakama-tachi,"Comedy, Parody, Romance",TV,12,7.38,145982
3613,Yutori-chan,"Comedy, Slice of Life",ONA,25,6.25,3516
3614,Shin Koihime†Musou OVA,"Comedy, Ecchi, Fantasy",OVA,1,6.84,5382
3615,Gothicmade: Hana no Utame,"Mecha, Romance, Sci-Fi",Movie,1,5.93,2306
3616,Yojouhan Shinwa Taikei,"Mystery, Psychological, Romance",TV,11,8.65,122531
3617,K-On!!,"Comedy, Music, School, Slice of Life",TV,26,8.14,246276
3618,Baka to Test to Shoukanjuu: Mondai - Christmas ni Tsuite Kotae Nasai,"Comedy, Romance",ONA,1,6.76,28032
3619,3-tsu no Kumo,Dementia,Movie,3,5.1,918
3620,B Gata H Kei,"Comedy, Ecchi, Romance, School, Seinen",TV,12,7.18,192719
3621,Sora no Otoshimono: Project Pink,"Comedy, Ecchi, Harem, Sci-Fi, Shounen, Supernatural",OVA,1,7.63,61903
3622,Gon,"Action, Adventure, Kids",TV,50,6.25,917
3623,"Momoko, Kaeru no Uta ga Kikoeru yo.","Drama, School, Slice of Life",Movie,1,7.56,1113
3624,Issho ni Sleeping: Sleeping with Hinako,Ecchi,OVA,1,4.54,10703
3625,Kemono no Souja Erin: Soushuuhen,"Adventure, Drama, Fantasy, Historical, Slice of Life",TV,10,7.14,1386
3626,Rin x Sen: Hakudaku Onna Kyoushi to Yaroudomo,Hentai,OVA,2,6.62,3907
3627,Chi&#039;s Sweet Home OVA,"Comedy, Kids, Slice of Life",OVA,1,7.5,4852
3628,Soukou Kihei Votoms: Gen-ei Hen,"Action, Drama, Mecha, Military, Sci-Fi",OVA,6,6.97,1454
3629,Super Street Fighter IV,"Action, Adventure, Shounen",OVA,1,6.48,4498
3630,Oppai no Ouja 48,Hentai,OVA,2,7.07,3815
3631,Shin Koihime†Musou: Otome Tairan,"Adventure, Comedy, Ecchi, Fantasy, Historical",TV,12,7.15,13089
3632,Sekaiichi Hatsukoi OVA,"Comedy, Drama, Romance, Shounen Ai",OVA,2,8.18,35225
3633,Ashiaraiyashiki no Juunin-tachi.,"Action, Fantasy, Seinen, Supernatural",OVA,1,5.17,1604
3634,Highschool of the Dead,"Action, Ecchi, Horror, Supernatural",TV,12,7.46,535892
3635,Kure-nai OVA,"Action, Comedy",OVA,2,6.91,9853
3636,Densetsu no Yuusha no Densetsu,"Action, Adventure, Fantasy, Magic, Shounen",TV,24,7.83,130689
3637,Soukyuu no Fafner: Dead Aggressor - Heaven and Earth,"Action, Drama, Mecha, Military, Sci-Fi",Movie,1,7.46,8266
3638,Mardock Scramble: The First Compression,"Action, Psychological, Sci-Fi",Movie,1,7.63,40698
3639,HenSemi,"Comedy, Ecchi, Seinen",OVA,2,6.65,19029
3640,Tottoko Hamtarou Movie 3: Ham Ham Grand Prix Aurora Tani no Kiseki - Ribon-chan Kiki Ippatsu!,"Adventure, Comedy, Kids",Movie,1,6.68,1028
3641,Tottoko Hamtarou Movie 4: Hamtaro to Fushigi no Oni no Emon Tou,"Adventure, Comedy, Kids",Movie,1,6.6,962
3642,Fukubiki! Triangle: Miharu After,Hentai,OVA,2,7.31,8450
3643,Last Waltz: Hakudaku Mamire no Natsu Gasshuku,Hentai,OVA,2,6.41,2748
3644,Uchuu Show e Youkoso,"Adventure, Fantasy, Space",Movie,1,7.5,11368
3645,Gotou ni Naritai.,"Drama, School, Slice of Life",Movie,1,7.29,1201
3646,Kuragehime,"Comedy, Josei, Slice of Life",TV,11,8.24,108053
3647,Chou Deneiban SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",Movie,1,6.29,1208
3648,Precure All Stars Movie DX2: Kibou no Hikari☆Rainbow Jewel wo Mamore!,"Action, Fantasy, Magic, Shoujo",Movie,1,7.28,3046
3649,"Keroro Gunsou Movie 5: Tanjou! Kyuukyoku Keroro, Kiseki no Jikuu-jima, de arimasu!!",Comedy,Movie,1,7.37,1577
3650,Colorful (Movie),"Drama, Slice of Life, Supernatural",Movie,1,8.06,63263
3651,One Piece Recap,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,7.34,10147
3652,Fumiko no Kokuhaku,Comedy,ONA,1,6.81,13829
3653,Nodame Cantabile OVA 2,"Comedy, Josei, Romance",OVA,1,7.69,17226
3654,Hime Chen! Otogi Chikku Idol Lilpri,"Magic, Shoujo",TV,51,7.18,6118
3655,Jigoku Sensei Nube (Movie),"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.82,1120
3656,Jewelpet Twinkle☆,"Fantasy, Magic, School, Shoujo",TV,52,7.67,4110
3657,Jigoku Sensei Nube: Gozen 0 toki Nube Shisu,"Adventure, Comedy, Horror, School, Shounen, Supernatural",Movie,1,6.91,913
3658,Muumin,"Adventure, Comedy, Fantasy, Slice of Life",TV,65,7.1,2090
3659,Muumin (1972),"Adventure, Comedy, Fantasy, Slice of Life",TV,52,6.81,898
3660,Rio: Rainbow Gate!,"Comedy, Ecchi, Game",TV,13,6,22396
3661,Metal Fight Beyblade vs. Taiyou: Shakunetsu no Shinryakusha Sol Blaze,"Adventure, Comedy, Sports",Movie,1,6.77,1779
3662,Naruto: Shippuuden Movie 4 - The Lost Tower,"Action, Comedy, Martial Arts, Shounen, Super Power",Movie,1,7.53,84527
3663,Bleach Movie 4: Jigoku-hen,"Action, Comedy, Shounen, Super Power, Supernatural",Movie,1,7.75,94074
3664,Soukou Kihei Votoms: Case; Irvine,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.69,1710
3665,Votoms Finder,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,6.39,1735
3666,Soukou Kihei Votoms: Koei Futatabi,"Action, Drama, Mecha, Military, Sci-Fi",OVA,1,7.15,1590
3667,Kanin Tokkyuu Michishio,Hentai,OVA,2,6,887
3668,Hyakka Ryouran: Samurai Girls,"Action, Comedy, Ecchi, Harem, Samurai, School",TV,12,7.01,99201
3669,Biohazard 4: Incubate,"Action, Demons, Horror, Military, Mystery, Police, Supernatural, Thriller",OVA,1,6.45,3604
3670,SD Gundam Sangokuden Brave Battle Warriors,"Action, Historical, Mecha",TV,51,6.56,2388
3671,Toumei Ningen R,Hentai,OVA,2,6.45,2300
3672,Inmu Gakuen: Inmu ni Torawareta Bijin Shimai,Hentai,OVA,1,6.24,1839
3673,Ojousama wa H ga Osuki: The Animation,Hentai,OVA,2,7.25,5036
3674,Seitokaichou Hikaru,Hentai,OVA,1,6.39,2772
3675,Gakuen Saimin Reido,Hentai,OVA,3,6.87,4850
3676,Shinshou Genmukan,Hentai,OVA,4,6.59,2261
3677,Planzet,"Action, Mecha, Sci-Fi",Movie,1,5.68,2923
3678,Tegamibachi Reverse,"Adventure, Fantasy, Shounen, Supernatural",TV,25,7.9,36228
3679,Detective Conan Magic File 4: Osaka Okonomiyaki Odyssey,"Comedy, Mystery, Police, Shounen",OVA,1,7.67,6460
3680,Kachou no Koi,"Comedy, Romance, Yaoi",OVA,1,6.43,6890
3681,Crayon Shin-chan Movie 01: Action Kamen vs. Haigure Maou,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1999
3682,Crayon Shin-chan Movie 04: Henderland no Daibouken,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.26,1479
3683,Crayon Shin-chan Movie 06: Dengeki! Buta no Hizume Daisakusen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.07,1346
3684,Crayon Shin-chan Movie 07: Bakuhatsu! Onsen Wakuwaku Daikessen,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.96,1148
3685,Crayon Shin-chan Movie 08: Arashi wo Yobu Jungle,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.21,1517
3686,Crayon Shin-chan Movie 11: Arashi wo Yobu Eikou no Yakiniku Road,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.23,1125
3687,Crayon Shin-chan Movie 12: Arashi wo Yobu! Yuuhi no Kasukabe Boys,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.22,1122
3688,Crayon Shin-chan Movie 13: Densetsu wo Yobu Buriburi 3 Pun Dai Shingeki,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.85,1001
3689,Crayon Shin-chan Movie 14: Densetsu wo Yobu Odore! Amigo!,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.88,973
3690,Crayon Shin-chan Movie 16: Chou Arashi wo Yobu Kinpoko no Yuusha,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.77,878
3691,Crayon Shin-chan Movie 17: Otakebe! Kasukabe Yasei Oukoku,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,6.93,953
3692,Crayon Shin-chan Movie 18: Chou Jikuu! Arashi wo Yobu Ora no Hanayome,"Comedy, Ecchi, Kids, School, Shounen, Slice of Life",Movie,1,7.38,1139
3693,Shin Mitsubachi Maya no Bouken,"Adventure, Comedy",TV,52,6.47,1286
3694,Cyborg 009 (TV),"Action, Adventure, Mecha, Sci-Fi, Shounen",TV,26,7.14,3496
3695,Sora no Otoshimono: Forte,"Comedy, Ecchi, Harem, Romance, Sci-Fi, Shounen, Supernatural",TV,12,7.86,146697
3696,Metal Fight Beyblade: Baku,"Adventure, Comedy, Sports",TV,51,6.9,7003
3697,Ookiku Furikabutte: Natsu no Scorebook,"Comedy, Sports",OVA,2,7.39,2167
3698,MM!,"Comedy, Ecchi, Harem, School",TV,12,7.36,129672
3699,Gosick,"Drama, Historical, Mystery, Romance",TV,24,8.23,232113
3700,Hourou Musuko,"Drama, School, Slice of Life",TV,11,7.8,53426
3701,Togainu no Chi,"Action, Sci-Fi, Shounen Ai",TV,12,6.42,53377
3702,Queen&#039;s Blade: Utsukushiki Toushitachi,"Action, Adventure, Ecchi, Fantasy",OVA,6,6.74,11540
3703,Yozakura Quartet: Hoshi no Umi,"Action, Comedy, Magic, Shounen, Super Power, Supernatural",OVA,3,7.47,22065
3704,Mirai Nikki,"Action, Shounen, Supernatural",OVA,1,7.51,114217
3705,Asura,"Drama, Historical",Movie,1,7.23,16702
3706,Otome Youkai Zakuro,"Demons, Historical, Military, Romance, Seinen, Supernatural",TV,13,7.6,61957
3707,Hetalia World Series,"Comedy, Historical, Parody",ONA,48,7.95,64416
3708,&quot;Bungaku Shoujo&quot; Memoire,"Drama, Romance, School",OVA,3,7.54,18013
3709,Onigamiden,"Action, Demons, Supernatural",Movie,1,6.64,7736
3710,Digimon Adventure 3D: Digimon Grand Prix!,"Action, Adventure, Comedy, Fantasy, Kids, Parody, Sports",Movie,1,6.12,4882
3711,Digimon Savers 3D: Digital World Kiki Ippatsu!,"Action, Adventure, Fantasy, Kids, Supernatural",Movie,1,6.35,3720
3712,Fushigi Mahou Fun Fun Pharmacy,"Kids, Magic",TV,48,6.7,802
3713,Break Blade 2: Ketsubetsu no Michi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.86,44900
3714,Baka to Test to Shoukanjuu Ni!,"Comedy, Romance, School, Super Power",TV,13,7.98,183722
3715,Kami nomi zo Shiru Sekai,"Comedy, Harem, Romance, Shounen, Supernatural",TV,12,7.95,284846
3716,Honey Tokyo,Sci-Fi,ONA,1,5.88,1410
3717,Katekyo Hitman Reborn! Special,"Comedy, Shounen",ONA,1,7.73,19991
3718,Hana no Kage,"Demons, Drama, Historical, Romance",ONA,1,6.37,987
3719,Fortune Arterial: Akai Yakusoku,"Comedy, Romance, School, Supernatural, Vampire",TV,12,6.91,71285
3720,Gokujou!! Mecha Mote Iinchou Second Collection,"Comedy, Romance, School, Shoujo",TV,51,6.64,1223
3721,Shinryaku! Ika Musume,"Comedy, Shounen, Slice of Life",TV,12,7.6,95242
3722,"Kyou, Koi wo Hajimemasu","Romance, School, Shoujo",OVA,2,6.62,20953
3723,Aki-Sora: Yume no Naka,"Ecchi, Romance, Seinen, Yuri",OVA,2,6.41,37519
3724,Detective Conan OVA 10: Kid in Trap Island,"Adventure, Comedy, Mystery, Police, Shounen",OVA,1,7.95,7757
3725,Digimon Xros Wars,"Action, Adventure, Comedy, Fantasy, Shounen",TV,30,7.04,22723
3726,Hidan no Aria,"Action, Comedy, Romance, School",TV,12,7.13,171888
3727,Chuuzumou,Comedy,Movie,1,6.8,988
3728,Koisuru Boukun,"Comedy, Romance, Yaoi",OVA,2,7.59,31195
3729,Shin Koihime†Musou: Live Revolution,"Ecchi, Music",OVA,1,6.73,3574
3730,Newmanoid Cam: Cam Castin,Hentai,OVA,1,6.64,2307
3731,Arbeit Shiyo!!,Hentai,OVA,3,6.09,1841
3732,Mahou Shoujo Isuka,Hentai,OVA,3,6.41,2600
3733,I☆Can,Hentai,OVA,3,5.99,4098
3734,Bijukubo,Hentai,OVA,2,6.47,2918
3735,Mazinkaiser SKL,"Adventure, Comedy, Mecha, Sci-Fi, Shounen",OVA,3,7.16,6941
3736,Seitokai Yakuindomo,"Comedy, School, Shounen, Slice of Life",TV,13,7.71,217617
3737,Amagami SS,"Comedy, Romance, School, Slice of Life",TV,25,7.57,157223
3738,Doraemon (2005),"Comedy, Kids, Sci-Fi, Shounen",TV,1,7.59,2980
3739,Born by Myself,Psychological,ONA,1,3.73,935
3740,Apartment!,"Comedy, Slice of Life",ONA,1,5.61,819
3741,Soredemo Machi wa Mawatteiru,"Comedy, Slice of Life",TV,12,7.48,31906
3742,One Piece Film: Strong World Episode 0,"Action, Adventure, Comedy, Fantasy, Shounen, Super Power",OVA,1,8.16,33862
3743,Memory (ONA),"Drama, Military, Sci-Fi, Slice of Life",ONA,1,6.47,1505
3744,Bishoujo Senshi Sailor Moon Memorial,"Demons, Magic, Romance, Shoujo",OVA,5,7.44,7981
3745,Ore no Imouto ga Konnani Kawaii Wake ga Nai,"Comedy, Seinen, Slice of Life",TV,12,7.49,321477
3746,Madobe Nanami no Windows 7 de PC Jisaku Ouen Commercial!!,Comedy,OVA,1,6.26,6996
3747,Panty &amp; Stocking with Garterbelt,"Action, Comedy, Ecchi, Parody, Supernatural",TV,13,7.79,157642
3748,Domo TV,Comedy,TV,26,6.57,832
3749,Gundam Neo Experience 0087: Green Divers,"Adventure, Mecha, Space",Movie,1,6.63,1849
3750,Kore wa Zombie Desu ka?,"Action, Comedy, Ecchi, Harem, Magic, Supernatural",TV,12,7.67,295782
3751,Nichijou: Nichijou no 0-wa,"Comedy, School, Slice of Life",OVA,1,7.37,37342
3752,"Yosuga no Sora: In Solitude, Where We Are Least Alone.","Drama, Ecchi, Harem, Romance",TV,12,6.72,173216
3753,Koe de Oshigoto! The Animation,"Comedy, Ecchi, Seinen",OVA,2,7.13,57466
3754,Code Geass: Boukoku no Akito 1 - Yokuryuu wa Maiorita,"Action, Mecha, Military, Sci-Fi",Movie,1,7.66,91105
3755,Dantalian no Shoka,"Action, Historical, Mystery, Supernatural",TV,12,7.34,84779
3756,Mouretsu Pirates,"Sci-Fi, Space",TV,26,7.24,48245
3757,Princess Lover! OVA,Hentai,OVA,2,6.84,17437
3758,Kobe to Watashi,"Comedy, Slice of Life",ONA,1,4.62,869
3759,Star Driver: Kagayaki no Takuto,"Action, Mecha, Romance, Shounen",TV,25,7.37,66084
3760,Nekketsu Uchuujin,"Comedy, Sci-Fi",ONA,1,5.37,832
3761,Melody,Drama,ONA,1,5.99,1018
3762,Toaru Majutsu no Index II,"Action, Magic, Sci-Fi, Super Power",TV,24,7.84,184520
3763,Akage no Anne: Green Gables e no Michi,"Adventure, Historical, Shoujo, Slice of Life",Movie,1,6.75,1218
3764,MonHun Nikki Girigiri Airou Mura: Airou Kiki Ippatsu,"Action, Comedy",TV,10,6.42,787
3765,Tono to Issho: Ippunkan Gekijou,"Comedy, Samurai, Seinen",TV,12,6.42,2321
3766,Diamond no Ace: Second Season OVA,"Comedy, School, Shounen, Sports",OVA,2,7.25,1885
3767,Supernatural The Animation,"Action, Demons, Horror, Supernatural",OVA,22,7.2,18528
3768,Princess Knight☆Catue,Hentai,OVA,3,6.63,3006
3769,Tales of Symphonia The Animation: Sekai Tougou-hen,"Action, Adventure, Fantasy, Magic, Martial Arts, Shounen",OVA,3,7.66,14036
3770,Toaru Hikuushi e no Tsuioku,"Adventure, Military, Romance",Movie,1,7.79,28857
3771,Je T&#039;aime,Sci-Fi,OVA,1,6.79,3830
3772,To Heart 2 Adnext,"Comedy, Harem, Romance",OVA,2,6.95,2826
3773,Rei Zero,Hentai,OVA,2,6.28,1707
3774,Netorare Fighter Yaricchingu!,Hentai,OVA,3,6.18,1873
3775,Otome Juurin Yuugi: Maiden Infringement Play,Hentai,OVA,2,6.4,2673
3776,Kuttsukiboshi,"Drama, Romance, Shoujo Ai, Supernatural",OVA,2,6.46,21805
3777,Inazuma Eleven: Saikyou Gundan Ogre Shuurai,"Shounen, Sports, Super Power",Movie,1,7.49,6392
3778,IS: Infinite Stratos,"Action, Comedy, Harem, Mecha, Sci-Fi",TV,12,7.12,254543
3779,Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desukara,"Action, Sci-Fi, Super Power",OVA,1,7.56,37609
3780,Ice Movie,"Action, Military, Sci-Fi",Movie,1,5.82,804
3781,Tamayura,"Comedy, Drama, Slice of Life",OVA,4,7.23,23883
3782,Toaru Kagaku no Railgun: Entenka no Satsuei Model mo Raku Ja Arimasen wa ne.,"Comedy, Ecchi",OVA,1,6.93,23004
3783,Hakuouki Hekketsuroku,"Action, Drama, Historical, Josei, Samurai, Supernatural",TV,10,7.76,49771
3784,Arakawa Under the Bridge x Bridge,"Comedy, Romance, Seinen",TV,13,7.85,80394
3785,"Mobile Suit SD Gundam Musha, Knight, Commando","Action, Comedy, Fantasy, Mecha, Parody",Movie,2,6.02,860
3786,Saiyuuki Gaiden,"Action, Adventure, Drama, Fantasy, Shoujo",OVA,3,8.01,5843
3787,Mobile Suit SD Gundam Festival,"Action, Comedy, Fantasy, Mecha, Parody",Movie,1,6.19,913
3788,Pokemon Best Wishes!,"Action, Adventure, Comedy, Fantasy, Kids",TV,84,6.78,33730
3789,Amagami SS OVA,"Romance, School",OVA,6,7.37,31010
3790,Zettai Karen Children Gentei Kaikin!! OVA Chou Sakidori Special!!,"Action, Comedy, Shounen, Supernatural",OVA,1,6.98,1664
3791,Saint Seiya: The Lost Canvas - Meiou Shinwa 2,"Action, Adventure, Martial Arts, Shounen, Super Power, Supernatural",OVA,13,8.36,27532
3792,Fullmetal Alchemist: The Sacred Star of Milos,"Action, Adventure, Comedy, Drama, Fantasy, Magic, Military, Shounen",Movie,1,7.5,87944
3793,Kaibutsu Oujo (OVA),"Action, Comedy, Horror, Shounen, Supernatural",OVA,3,7.21,8690
3794,Motto To LOVE-Ru,"Comedy, Ecchi, Harem, School, Sci-Fi, Shounen",TV,12,7.61,134988
3795,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,"Action, Comedy, Ecchi, Shounen, Sports",OVA,3,7.77,40176
3796,Seikon no Qwaser: Jotei no Shouzou,"Action, Ecchi, Seinen, Super Power, Supernatural",OVA,1,6.56,14605
3797,Omae Umasou da na,"Action, Adventure, Fantasy, Kids",Movie,1,8.13,6645
3798,Kaichuu!,"Comedy, Seinen, Sports",ONA,4,5.98,6941
3799,Shikatte Ingo: Misaki Shunin no Buka Kyouiku-hen,Hentai,OVA,1,5.64,1262
3800,Kowarekake no Orgel,"Drama, Music, Sci-Fi, Slice of Life",OVA,1,7.49,24876
3801,Yebisu Celebrities 1st,Yaoi,OVA,1,6.08,5082
3802,Super Robot Taisen OG: The Inspector,"Action, Mecha, Sci-Fi, Space",TV,26,7.35,5962
3803,Break Blade 3: Kyoujin no Ato,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.94,42653
3804,Steins;Gate,"Sci-Fi, Thriller",TV,24,9.17,673572
3805,Mianhada Saranghanda,Drama,Movie,1,6.36,969
3806,Kizumonogatari I: Tekketsu-hen,"Mystery, Supernatural, Vampire",Movie,1,8.45,99579
3807,Inyouchuu Shoku Special,"Demons, Fantasy, Hentai, Horror, Supernatural",OVA,1,6.38,1492
3808,Heartcatch Precure! Movie: Hana no Miyako de Fashion Show... Desu ka!?,"Fantasy, Kids, Magic, Shoujo",Movie,1,7.74,3309
3809,Hanasaku Iroha,"Comedy, Drama, Seinen, Slice of Life",TV,26,8.03,150393
3810,Moyashimon CGI Anime,"Comedy, School, Supernatural",OVA,1,6.37,1415
3811,Oni Chichi 2,Hentai,OVA,2,6.94,11092
3812,Kansen 3: Shuto Houkai,Hentai,OVA,2,6.58,2654
3813,Ryoujoku Famiresu Choukyou Menu,Hentai,OVA,2,6.6,3463
3814,Kateikyoushi no Oneesan 2 The Animation: H no Hensachi Agechaimasu,Hentai,OVA,2,7.15,5091
3815,Mofukuzuma,Hentai,OVA,2,6.22,3060
3816,Fractale,"Adventure, Fantasy, Sci-Fi",TV,11,7.06,55100
3817,HHH Triple Ecchi,Hentai,OVA,4,7.37,11206
3818,Yubisaki Annainin Shirudaku Settai Okawari Sanhaime,Hentai,OVA,3,5.9,1363
3819,Seme♥Chichi,Hentai,OVA,2,5.94,1589
3820,Shoujo Senki Soul Eater,Hentai,OVA,1,6.76,6706
3821,Dragon Crisis!,"Action, Magic, Romance, School, Seinen, Supernatural",TV,12,6.93,94922
3822,Yumekui Merry,"Action, Shounen, Supernatural",TV,13,7.08,89183
3823,.hack//Quantum,"Action, Adventure, Fantasy, Game, Sci-Fi",OVA,3,7.36,26163
3824,Koi☆Sento,"Comedy, Romance",OVA,1,6.56,4830
3825,Megane na Kanojo,"Comedy, Romance, School, Shounen",OVA,4,6.78,10119
3826,Mayo Elle Otoko no Ko,"Comedy, School",OVA,1,5.17,820
3827,Battle Spirits: Brave,"Action, Shounen",TV,50,7.15,1337
3828,Fortune Arterial: Akai Yakusoku - Tadoritsuita Basho,"Comedy, Fantasy, Harem, Romance, Vampire",OVA,1,7.03,18682
3829,D.C. I&amp;II P.S.P. Re-Animated,"Drama, Harem, Magic, Romance",OVA,1,6.83,4019
3830,Freezing,"Action, Drama, Ecchi, Harem, Martial Arts, Romance, Sci-Fi, Seinen",TV,12,7.2,159273
3831,Netorare: Tanabe Yuuka no Dokuhaku,Hentai,OVA,1,5.65,2042
3832,Denpa Onna to Seishun Otoko,"Comedy, Sci-Fi, Seinen, Slice of Life",TV,12,7.33,149497
3833,T.P. Sakura: Time Paladin Sakura,"Action, Magic",OVA,2,6,2784
3834,Miyanishi Tatsuya Gekijou: Omae Umasou da na,"Adventure, Kids",TV,20,6.58,833
3835,Fighting of Ecstasy,Hentai,OVA,2,5.9,1902
3836,Ane Jiru 2 The Animation: Shirakawa Sanshimai ni Omakase,Hentai,OVA,2,7.11,6096
3837,Yume-iro Pâtissière SP Professional,"Shoujo, Slice of Life",TV,13,7.82,20397
3838,Bust to Bust: Chichi wa Chichi ni,Hentai,OVA,3,6.72,3954
3839,Break Blade 4: Sanka no Chi,"Action, Fantasy, Mecha, Military, Shounen",Movie,1,7.99,41598
3840,Kanojo ga Mimai ni Konai Wake,"Drama, Hentai",OVA,3,6.41,2704
3841,Baka to Test to Shoukanjuu: Matsuri,"Comedy, School, Super Power",OVA,2,7.8,67684
3842,Coppelion,"Action, Sci-Fi, Seinen",TV,13,6.56,76291
3843,Hitou Meguri Kakure Yu,Hentai,OVA,2,6.14,3577
3844,Dororon Enma-kun Meeramera,"Action, Comedy, Ecchi, Fantasy, Magic, Super Power, Supernatural",TV,12,6.65,11006
3845,Soukyuu no Fafner: Arcadian Memory,"Action, Drama, Mecha, Military, Sci-Fi",OVA,2,6.67,1723
3846,Prism Magical: Prism Generations!,"Comedy, Ecchi, Magic",OVA,1,5.27,1733
3847,Mitsudomoe Zouryouchuu!,"Comedy, School, Slice of Life",TV,8,7.82,26468
3848,Beelzebub,"Action, Comedy, Demons, School, Shounen, Supernatural",TV,60,8.04,217752
3849,Highschool of the Dead: Drifters of the Dead,"Comedy, Ecchi, Supernatural",OVA,1,6.77,140501
3850,Minori Scramble!,Comedy,OVA,1,6.35,2208
3851,Cardfight!! Vanguard,"Action, Adventure, Demons, Game, Shounen",TV,65,7.25,24821
3852,Biohazard: Damnation,"Action, Horror, Sci-Fi",Movie,1,7.42,10737
3853,Elf Hime Nina,"Fantasy, Hentai, Supernatural",OVA,3,6.53,2684
3854,Alps no Shoujo Heidi (1979),"Drama, Historical, Slice of Life",Movie,1,7,1480
3855,Shokupan Mimi,Comedy,TV,12,5.8,803
3856,Umi kara no Shisha,"Action, Mecha, Sci-Fi, Super Power",Movie,1,6.4,826
3857,Oniichan no Koto nanka Zenzen Suki ja Nai n da kara ne!!,"Comedy, Ecchi, Harem, Romance",TV,12,6.34,51637
3858,Kyouiku Shidou The Animation,Hentai,OVA,1,6.5,2438
3859,Amanatsu,Sci-Fi,Movie,1,6.34,1305
3860,Haiyoru! Nyaruani: Remember My Love(craft-sensei),"Comedy, Sci-Fi",TV,11,6.32,17934
3861,Miyazaki Maya Daizukan,Hentai,OVA,2,5.96,1980
3862,G-Taste (2010),"Ecchi, Yuri",OVA,1,5.49,1445
3863,Yuri Seijin Naoko-san,Comedy,OVA,1,5.95,9485
3864,Aa! Megami-sama! (2011),"Comedy, Magic, Romance, Seinen, Supernatural",OVA,3,7.45,12872
3865,K-On! Movie,"Comedy, Music, Slice of Life",Movie,1,8.34,115252
3866,Asobi ni Iku yo!: Asobi ni Oide,"Comedy, Ecchi, Harem, Romance, Sci-Fi",OVA,1,6.93,24545
3867,30-sai no Hoken Taiiku,"Ecchi, Parody, Romance, Seinen",TV,12,6.84,31253
3868,Ore wa Kanojo wo Shinjiteru!,Hentai,OVA,1,6.49,5071
3869,Be-Bop Highschool,"Comedy, School, Seinen",OVA,7,7.26,1180
3870,Kimi ni Todoke 2nd Season,"Romance, School, Shoujo, Slice of Life",TV,12,8.17,171866
3871,Kami nomi zo Shiru Sekai: Flag 0,"Comedy, Shounen, Supernatural",OVA,1,6.97,35753
3872,Agukaru,"Magic, Slice of Life, Supernatural",ONA,5,5.21,955
